id,level,job_band_id,job_family_id,question_id
competency779,F,1,projectprogrammemanagement,Question11
competency780,F,1,projectprogrammemanagement,Question12
competency781,x,1,projectprogrammemanagement,Question13
competency782,x,1,projectprogrammemanagement,Question14
competency783,x,1,projectprogrammemanagement,Question15
competency784,F,1,projectprogrammemanagement,Question16
competency785,x,1,projectprogrammemanagement,Question17
competency786,x,1,projectprogrammemanagement,Question18
competency787,F,1,projectprogrammemanagement,Question19
competency788,F,1,projectprogrammemanagement,Question20
competency789,F,1,projectprogrammemanagement,Question21
competency790,F,1,projectprogrammemanagement,Question22
competency791,F,1,projectprogrammemanagement,Question23
competency792,F,1,projectprogrammemanagement,Question24
competency793,x,2,projectprogrammemanagement,Question1
competency794,x,2,projectprogrammemanagement,Question2
competency795,x,2,projectprogrammemanagement,Question3
competency796,F,2,projectprogrammemanagement,Question4
competency797,x,2,projectprogrammemanagement,Question5
competency798,I,2,projectprogrammemanagement,Question6
competency799,I,2,projectprogrammemanagement,Question7
competency800,F,2,projectprogrammemanagement,Question8
competency801,F,2,projectprogrammemanagement,Question9
competency802,x,2,projectprogrammemanagement,Question10
competency803,I,2,projectprogrammemanagement,Question11
competency804,F,2,projectprogrammemanagement,Question12
competency805,x,2,projectprogrammemanagement,Question13
competency806,x,2,projectprogrammemanagement,Question14
competency807,x,2,projectprogrammemanagement,Question15
competency808,I,2,projectprogrammemanagement,Question16
competency809,x,2,projectprogrammemanagement,Question17
competency810,x,2,projectprogrammemanagement,Question18
competency811,I,2,projectprogrammemanagement,Question19
competency812,I,2,projectprogrammemanagement,Question20
competency813,I,2,projectprogrammemanagement,Question21
competency814,I,2,projectprogrammemanagement,Question22
competency815,I,2,projectprogrammemanagement,Question23
competency816,I,2,projectprogrammemanagement,Question24
competency817,x,3,projectprogrammemanagement,Question1
competency818,x,3,projectprogrammemanagement,Question2
competency819,x,3,projectprogrammemanagement,Question3
competency820,F,3,projectprogrammemanagement,Question4
competency821,x,3,projectprogrammemanagement,Question5
competency822,A,3,projectprogrammemanagement,Question6
competency823,I,3,projectprogrammemanagement,Question7
competency824,F,3,projectprogrammemanagement,Question8
competency825,F,3,projectprogrammemanagement,Question9
competency826,x,3,projectprogrammemanagement,Question10
competency827,A,3,projectprogrammemanagement,Question11
competency828,F,3,projectprogrammemanagement,Question12
competency829,x,3,projectprogrammemanagement,Question13
competency830,x,3,projectprogrammemanagement,Question14
competency831,x,3,projectprogrammemanagement,Question15
competency832,A,3,projectprogrammemanagement,Question16
competency833,x,3,projectprogrammemanagement,Question17
competency834,x,3,projectprogrammemanagement,Question18
competency835,A,3,projectprogrammemanagement,Question19
competency836,A,3,projectprogrammemanagement,Question20
competency837,A,3,projectprogrammemanagement,Question21
competency838,A,3,projectprogrammemanagement,Question22
competency839,A,3,projectprogrammemanagement,Question23
competency840,A,3,projectprogrammemanagement,Question24
competency841,x,4,projectprogrammemanagement,Question1
competency842,x,4,projectprogrammemanagement,Question2
competency843,x,4,projectprogrammemanagement,Question3
competency844,F,4,projectprogrammemanagement,Question4
competency845,x,4,projectprogrammemanagement,Question5
competency846,A,4,projectprogrammemanagement,Question6
competency847,I,4,projectprogrammemanagement,Question7
competency848,F,4,projectprogrammemanagement,Question8
competency849,F,4,projectprogrammemanagement,Question9
competency850,x,4,projectprogrammemanagement,Question10
competency851,A,4,projectprogrammemanagement,Question11
competency852,F,4,projectprogrammemanagement,Question12
competency853,x,4,projectprogrammemanagement,Question13
competency854,x,4,projectprogrammemanagement,Question14
competency855,x,4,projectprogrammemanagement,Question15
competency856,E,4,projectprogrammemanagement,Question16
competency857,x,4,projectprogrammemanagement,Question17
competency858,x,4,projectprogrammemanagement,Question18
competency859,E,4,projectprogrammemanagement,Question19
competency860,E,4,projectprogrammemanagement,Question20
competency861,E,4,projectprogrammemanagement,Question21
competency862,E,4,projectprogrammemanagement,Question22
competency863,E,4,projectprogrammemanagement,Question23
competency864,E,4,projectprogrammemanagement,Question24
competency865,x,1,financedeveloper,Question1
competency866,x,1,financedeveloper,Question2
competency867,x,1,financedeveloper,Question3
competency868,F,1,financedeveloper,Question4
competency869,x,1,financedeveloper,Question5
competency870,x,1,financedeveloper,Question6
competency871,x,1,financedeveloper,Question7
competency872,x,1,financedeveloper,Question8
competency873,x,1,financedeveloper,Question9
competency874,x,1,financedeveloper,Question10
competency875,F,1,financedeveloper,Question11
competency876,F,1,financedeveloper,Question12
competency877,F,1,financedeveloper,Question13
competency878,x,1,financedeveloper,Question14
competency879,x,1,financedeveloper,Question15
competency880,F,1,financedeveloper,Question16
competency881,x,1,financedeveloper,Question17
competency882,x,1,financedeveloper,Question18
competency883,F,1,financedeveloper,Question19
competency884,F,1,financedeveloper,Question20
competency885,F,1,financedeveloper,Question21
competency886,F,1,financedeveloper,Question22
competency887,F,1,financedeveloper,Question23
competency888,F,1,financedeveloper,Question24
competency889,x,2,financedeveloper,Question1
competency890,x,2,financedeveloper,Question2
competency891,x,2,financedeveloper,Question3
competency892,F,2,financedeveloper,Question4
competency893,x,2,financedeveloper,Question5
competency894,x,2,financedeveloper,Question6
competency895,x,2,financedeveloper,Question7
competency896,x,2,financedeveloper,Question8
competency897,x,2,financedeveloper,Question9
competency898,x,2,financedeveloper,Question10
competency899,F,2,financedeveloper,Question11
competency900,F,2,financedeveloper,Question12
competency901,I,2,financedeveloper,Question13
competency902,x,2,financedeveloper,Question14
competency903,x,2,financedeveloper,Question15
competency904,I,2,financedeveloper,Question16
competency905,x,2,financedeveloper,Question17
competency906,x,2,financedeveloper,Question18
competency907,I,2,financedeveloper,Question19
competency908,I,2,financedeveloper,Question20
competency909,I,2,financedeveloper,Question21
competency910,I,2,financedeveloper,Question22
competency911,I,2,financedeveloper,Question23
competency912,I,2,financedeveloper,Question24
competency913,x,3,financedeveloper,Question1
competency914,x,3,financedeveloper,Question2
competency915,x,3,financedeveloper,Question3
competency916,F,3,financedeveloper,Question4
competency917,x,3,financedeveloper,Question5
competency918,x,3,financedeveloper,Question6
competency919,x,3,financedeveloper,Question7
competency920,x,3,financedeveloper,Question8
competency921,x,3,financedeveloper,Question9
competency922,x,3,financedeveloper,Question10
competency923,F,3,financedeveloper,Question11
competency924,F,3,financedeveloper,Question12
competency925,A,3,financedeveloper,Question13
competency926,x,3,financedeveloper,Question14
competency927,x,3,financedeveloper,Question15
competency928,A,3,financedeveloper,Question16
competency929,x,3,financedeveloper,Question17
competency930,x,3,financedeveloper,Question18
competency931,A,3,financedeveloper,Question19
competency932,A,3,financedeveloper,Question20
competency933,A,3,financedeveloper,Question21
competency934,A,3,financedeveloper,Question22
competency935,A,3,financedeveloper,Question23
competency936,A,3,financedeveloper,Question24
competency937,x,4,financedeveloper,Question1
competency938,x,4,financedeveloper,Question2
competency939,x,4,financedeveloper,Question3
competency940,F,4,financedeveloper,Question4
competency941,x,4,financedeveloper,Question5
competency942,x,4,financedeveloper,Question6
competency943,x,4,financedeveloper,Question7
competency944,x,4,financedeveloper,Question8
competency945,x,4,financedeveloper,Question9
competency946,x,4,financedeveloper,Question10
competency947,F,4,financedeveloper,Question11
competency948,F,4,financedeveloper,Question12
competency949,A,4,financedeveloper,Question13
competency950,x,4,financedeveloper,Question14
competency951,x,4,financedeveloper,Question15
competency952,E,4,financedeveloper,Question16
competency953,x,4,financedeveloper,Question17
competency954,x,4,financedeveloper,Question18
competency955,E,4,financedeveloper,Question19
competency956,A,4,financedeveloper,Question20
competency957,E,4,financedeveloper,Question21
competency958,E,4,financedeveloper,Question22
competency959,E,4,financedeveloper,Question23
competency960,E,4,financedeveloper,Question24
competency961,x,1,datascientist,Question1
competency962,x,1,datascientist,Question2
competency963,x,1,datascientist,Question3
competency964,F,1,datascientist,Question4
competency965,F,1,datascientist,Question5
competency966,F,1,datascientist,Question6
competency967,F,1,datascientist,Question7
competency968,F,1,datascientist,Question8
competency969,F,1,datascientist,Question9
competency970,x,1,datascientist,Question10
competency971,F,1,datascientist,Question11
competency972,F,1,datascientist,Question12
competency973,x,1,datascientist,Question13
competency974,x,1,datascientist,Question14
competency975,x,1,datascientist,Question15
competency976,F,1,datascientist,Question16
competency977,F,1,datascientist,Question17
competency978,x,1,datascientist,Question18
competency979,F,1,datascientist,Question19
competency980,F,1,datascientist,Question20
competency981,F,1,datascientist,Question21
competency982,F,1,datascientist,Question22
competency983,F,1,datascientist,Question23
competency984,F,1,datascientist,Question24
competency985,x,2,datascientist,Question1
competency986,x,2,datascientist,Question2
competency987,x,2,datascientist,Question3
competency988,I,2,datascientist,Question4
competency989,I,2,datascientist,Question5
competency990,F,2,datascientist,Question6
competency991,I,2,datascientist,Question7
competency992,I,2,datascientist,Question8
competency993,I,2,datascientist,Question9
competency994,x,2,datascientist,Question10
competency995,F,2,datascientist,Question11
competency996,F,2,datascientist,Question12
competency997,x,2,datascientist,Question13
competency998,x,2,datascientist,Question14
competency999,x,2,datascientist,Question15
competency1000,F,2,datascientist,Question16
competency1001,I,2,datascientist,Question17
competency1002,x,2,datascientist,Question18
competency1003,I,2,datascientist,Question19
competency1004,I,2,datascientist,Question20
competency1005,F,2,datascientist,Question21
competency1006,I,2,datascientist,Question22
competency1007,I,2,datascientist,Question23
competency1008,I,2,datascientist,Question24
competency1009,x,3,datascientist,Question1
competency1010,x,3,datascientist,Question2
competency1011,x,3,datascientist,Question3
competency1012,I,3,datascientist,Question4
competency1013,I,3,datascientist,Question5
competency1014,F,3,datascientist,Question6
competency1015,A,3,datascientist,Question7
competency1016,A,3,datascientist,Question8
competency1017,A,3,datascientist,Question9
competency1018,x,3,datascientist,Question10
competency1019,F,3,datascientist,Question11
competency1020,F,3,datascientist,Question12
competency1021,x,3,datascientist,Question13
competency1022,x,3,datascientist,Question14
competency1023,x,3,datascientist,Question15
competency1024,F,3,datascientist,Question16
competency1025,A,3,datascientist,Question17
competency1026,x,3,datascientist,Question18
competency1027,A,3,datascientist,Question19
competency1028,I,3,datascientist,Question20
competency1029,F,3,datascientist,Question21
competency1030,A,3,datascientist,Question22
competency1031,I,3,datascientist,Question23
competency1032,A,3,datascientist,Question24
competency1033,x,4,datascientist,Question1
competency1034,x,4,datascientist,Question2
competency1035,x,4,datascientist,Question3
competency1036,I,4,datascientist,Question4
competency1037,I,4,datascientist,Question5
competency1038,F,4,datascientist,Question6
competency1039,E,4,datascientist,Question7
competency1040,E,4,datascientist,Question8
competency1041,E,4,datascientist,Question9
competency1042,x,4,datascientist,Question10
competency1043,F,4,datascientist,Question11
competency1044,F,4,datascientist,Question12
competency1045,x,4,datascientist,Question13
competency1046,x,4,datascientist,Question14
competency1047,x,4,datascientist,Question15
competency1048,F,4,datascientist,Question16
competency1049,A,4,datascientist,Question17
competency1050,x,4,datascientist,Question18
competency1051,A,4,datascientist,Question19
competency1052,I,4,datascientist,Question20
competency1053,F,4,datascientist,Question21
competency1054,E,4,datascientist,Question22
competency1055,I,4,datascientist,Question23
competency1056,A,4,datascientist,Question24
competency1057,x,1,controllershipsystemstools,Question1
competency1058,x,1,controllershipsystemstools,Question2
competency1059,x,1,controllershipsystemstools,Question3
competency1060,F,1,controllershipsystemstools,Question4
competency1061,x,1,controllershipsystemstools,Question5
competency1062,x,1,controllershipsystemstools,Question6
competency1063,x,1,controllershipsystemstools,Question7
competency1064,F,1,controllershipsystemstools,Question8
competency1065,F,1,controllershipsystemstools,Question9
competency1066,x,1,controllershipsystemstools,Question10
competency1067,F,1,controllershipsystemstools,Question11
competency1068,F,1,controllershipsystemstools,Question12
competency1069,F,1,controllershipsystemstools,Question13
competency1070,x,1,controllershipsystemstools,Question14
competency1071,x,1,controllershipsystemstools,Question15
competency1072,F,1,controllershipsystemstools,Question16
competency1073,x,1,controllershipsystemstools,Question17
competency1074,x,1,controllershipsystemstools,Question18
competency1075,F,1,controllershipsystemstools,Question19
competency1076,F,1,controllershipsystemstools,Question20
competency1077,F,1,controllershipsystemstools,Question21
competency1078,F,1,controllershipsystemstools,Question22
competency1079,F,1,controllershipsystemstools,Question23
competency1080,F,1,controllershipsystemstools,Question24
competency1081,x,2,controllershipsystemstools,Question1
competency1082,x,2,controllershipsystemstools,Question2
competency1083,x,2,controllershipsystemstools,Question3
competency1084,F,2,controllershipsystemstools,Question4
competency1085,x,2,controllershipsystemstools,Question5
competency1086,x,2,controllershipsystemstools,Question6
competency1087,x,2,controllershipsystemstools,Question7
competency1088,I,2,controllershipsystemstools,Question8
competency1089,I,2,controllershipsystemstools,Question9
competency1090,x,2,controllershipsystemstools,Question10
competency1091,I,2,controllershipsystemstools,Question11
competency1092,I,2,controllershipsystemstools,Question12
competency1093,I,2,controllershipsystemstools,Question13
competency1094,x,2,controllershipsystemstools,Question14
competency1095,x,2,controllershipsystemstools,Question15
competency1096,I,2,controllershipsystemstools,Question16
competency1097,x,2,controllershipsystemstools,Question17
competency1098,x,2,controllershipsystemstools,Question18
competency1099,I,2,controllershipsystemstools,Question19
competency1100,I,2,controllershipsystemstools,Question20
competency1101,I,2,controllershipsystemstools,Question21
competency1102,I,2,controllershipsystemstools,Question22
competency1103,I,2,controllershipsystemstools,Question23
competency1104,I,2,controllershipsystemstools,Question24
competency1105,x,3,controllershipsystemstools,Question1
competency1106,x,3,controllershipsystemstools,Question2
competency1107,x,3,controllershipsystemstools,Question3
competency1108,F,3,controllershipsystemstools,Question4
competency1109,x,3,controllershipsystemstools,Question5
competency1110,x,3,controllershipsystemstools,Question6
competency1111,x,3,controllershipsystemstools,Question7
competency1112,A,3,controllershipsystemstools,Question8
competency1113,I,3,controllershipsystemstools,Question9
competency1114,x,3,controllershipsystemstools,Question10
competency1115,A,3,controllershipsystemstools,Question11
competency1116,A,3,controllershipsystemstools,Question12
competency1117,A,3,controllershipsystemstools,Question13
competency1118,x,3,controllershipsystemstools,Question14
competency1119,x,3,controllershipsystemstools,Question15
competency1120,A,3,controllershipsystemstools,Question16
competency1121,x,3,controllershipsystemstools,Question17
competency1122,x,3,controllershipsystemstools,Question18
competency1123,A,3,controllershipsystemstools,Question19
competency1124,A,3,controllershipsystemstools,Question20
competency1125,I,3,controllershipsystemstools,Question21
competency1126,A,3,controllershipsystemstools,Question22
competency1127,A,3,controllershipsystemstools,Question23
competency1128,A,3,controllershipsystemstools,Question24
competency1129,x,4,controllershipsystemstools,Question1
competency1130,x,4,controllershipsystemstools,Question2
competency1325,x,4,accounting,Question5
competency1131,x,4,controllershipsystemstools,Question3
competency1132,F,4,controllershipsystemstools,Question4
competency1133,x,4,controllershipsystemstools,Question5
competency1134,x,4,controllershipsystemstools,Question6
competency1135,x,4,controllershipsystemstools,Question7
competency1136,E,4,controllershipsystemstools,Question8
competency1137,I,4,controllershipsystemstools,Question9
competency1138,x,4,controllershipsystemstools,Question10
competency1139,E,4,controllershipsystemstools,Question11
competency1140,E,4,controllershipsystemstools,Question12
competency1141,E,4,controllershipsystemstools,Question13
competency1142,x,4,controllershipsystemstools,Question14
competency1143,x,4,controllershipsystemstools,Question15
competency1144,E,4,controllershipsystemstools,Question16
competency1145,x,4,controllershipsystemstools,Question17
competency1146,x,4,controllershipsystemstools,Question18
competency1147,E,4,controllershipsystemstools,Question19
competency1148,A,4,controllershipsystemstools,Question20
competency1149,I,4,controllershipsystemstools,Question21
competency1150,E,4,controllershipsystemstools,Question22
competency1151,E,4,controllershipsystemstools,Question23
competency1152,A,4,controllershipsystemstools,Question24
competency1153,x,1,commercialfinancesystemstools,Question1
competency1154,x,1,commercialfinancesystemstools,Question2
competency1155,F,1,commercialfinancesystemstools,Question3
competency1156,F,1,commercialfinancesystemstools,Question4
competency1157,F,1,commercialfinancesystemstools,Question5
competency1158,x,1,commercialfinancesystemstools,Question6
competency1159,F,1,commercialfinancesystemstools,Question7
competency1160,F,1,commercialfinancesystemstools,Question8
competency1161,F,1,commercialfinancesystemstools,Question9
competency1162,x,1,commercialfinancesystemstools,Question10
competency1163,F,1,commercialfinancesystemstools,Question11
competency1164,F,1,commercialfinancesystemstools,Question12
competency1165,F,1,commercialfinancesystemstools,Question13
competency1166,x,1,commercialfinancesystemstools,Question14
competency1167,x,1,commercialfinancesystemstools,Question15
competency1168,F,1,commercialfinancesystemstools,Question16
competency1169,x,1,commercialfinancesystemstools,Question17
competency1170,x,1,commercialfinancesystemstools,Question18
competency1171,F,1,commercialfinancesystemstools,Question19
competency1172,F,1,commercialfinancesystemstools,Question20
competency1173,F,1,commercialfinancesystemstools,Question21
competency1174,F,1,commercialfinancesystemstools,Question22
competency1175,F,1,commercialfinancesystemstools,Question23
competency1176,F,1,commercialfinancesystemstools,Question24
competency1177,x,2,commercialfinancesystemstools,Question1
competency1178,x,2,commercialfinancesystemstools,Question2
competency1179,I,2,commercialfinancesystemstools,Question3
competency1180,I,2,commercialfinancesystemstools,Question4
competency1181,I,2,commercialfinancesystemstools,Question5
competency1182,x,2,commercialfinancesystemstools,Question6
competency1183,F,2,commercialfinancesystemstools,Question7
competency1184,I,2,commercialfinancesystemstools,Question8
competency1185,F,2,commercialfinancesystemstools,Question9
competency1186,x,2,commercialfinancesystemstools,Question10
competency1187,F,2,commercialfinancesystemstools,Question11
competency1188,F,2,commercialfinancesystemstools,Question12
competency1189,I,2,commercialfinancesystemstools,Question13
competency1190,x,2,commercialfinancesystemstools,Question14
competency1191,x,2,commercialfinancesystemstools,Question15
competency1192,I,2,commercialfinancesystemstools,Question16
competency1193,x,2,commercialfinancesystemstools,Question17
competency1194,x,2,commercialfinancesystemstools,Question18
competency1195,I,2,commercialfinancesystemstools,Question19
competency1196,I,2,commercialfinancesystemstools,Question20
competency1197,I,2,commercialfinancesystemstools,Question21
competency1198,I,2,commercialfinancesystemstools,Question22
competency1199,I,2,commercialfinancesystemstools,Question23
competency1200,I,2,commercialfinancesystemstools,Question24
competency1201,x,3,commercialfinancesystemstools,Question1
competency1202,x,3,commercialfinancesystemstools,Question2
competency1203,I,3,commercialfinancesystemstools,Question3
competency1204,I,3,commercialfinancesystemstools,Question4
competency1205,I,3,commercialfinancesystemstools,Question5
competency1206,x,3,commercialfinancesystemstools,Question6
competency1207,F,3,commercialfinancesystemstools,Question7
competency1208,A,3,commercialfinancesystemstools,Question8
competency1209,F,3,commercialfinancesystemstools,Question9
competency1210,x,3,commercialfinancesystemstools,Question10
competency1211,F,3,commercialfinancesystemstools,Question11
competency1212,F,3,commercialfinancesystemstools,Question12
competency1213,A,3,commercialfinancesystemstools,Question13
competency1214,x,3,commercialfinancesystemstools,Question14
competency1215,x,3,commercialfinancesystemstools,Question15
competency1216,A,3,commercialfinancesystemstools,Question16
competency1217,x,3,commercialfinancesystemstools,Question17
competency1218,x,3,commercialfinancesystemstools,Question18
competency1219,A,3,commercialfinancesystemstools,Question19
competency1220,A,3,commercialfinancesystemstools,Question20
competency1221,I,3,commercialfinancesystemstools,Question21
competency1222,A,3,commercialfinancesystemstools,Question22
competency1223,A,3,commercialfinancesystemstools,Question23
competency1224,A,3,commercialfinancesystemstools,Question24
competency1225,x,4,commercialfinancesystemstools,Question1
competency1226,x,4,commercialfinancesystemstools,Question2
competency1227,I,4,commercialfinancesystemstools,Question3
competency1228,I,4,commercialfinancesystemstools,Question4
competency1229,I,4,commercialfinancesystemstools,Question5
competency1230,x,4,commercialfinancesystemstools,Question6
competency1231,F,4,commercialfinancesystemstools,Question7
competency1232,A,4,commercialfinancesystemstools,Question8
competency1233,F,4,commercialfinancesystemstools,Question9
competency1234,x,4,commercialfinancesystemstools,Question10
competency1235,F,4,commercialfinancesystemstools,Question11
competency1236,F,4,commercialfinancesystemstools,Question12
competency1237,E,4,commercialfinancesystemstools,Question13
competency1238,x,4,commercialfinancesystemstools,Question14
competency1239,x,4,commercialfinancesystemstools,Question15
competency1240,A,4,commercialfinancesystemstools,Question16
competency1241,x,4,commercialfinancesystemstools,Question17
competency1242,x,4,commercialfinancesystemstools,Question18
competency1243,A,4,commercialfinancesystemstools,Question19
competency1244,A,4,commercialfinancesystemstools,Question20
competency1245,I,4,commercialfinancesystemstools,Question21
competency1246,E,4,commercialfinancesystemstools,Question22
competency1247,A,4,commercialfinancesystemstools,Question23
competency1248,A,4,commercialfinancesystemstools,Question24
competency1249,F,1,accounting,Question1
competency1250,F,1,accounting,Question2
competency1251,F,1,accounting,Question3
competency1252,F,1,accounting,Question4
competency1253,x,1,accounting,Question5
competency1254,x,1,accounting,Question6
competency1255,F,1,accounting,Question7
competency1256,F,1,accounting,Question8
competency1257,x,1,accounting,Question9
competency1258,F,1,accounting,Question10
competency1259,F,1,accounting,Question11
competency1260,F,1,accounting,Question12
competency1261,F,1,accounting,Question13
competency1262,F,1,accounting,Question14
competency1263,x,1,accounting,Question15
competency1264,F,1,accounting,Question16
competency1265,x,1,accounting,Question17
competency1266,x,1,accounting,Question18
competency1267,F,1,accounting,Question19
competency1268,F,1,accounting,Question20
competency1269,F,1,accounting,Question21
competency1270,F,1,accounting,Question22
competency1271,F,1,accounting,Question23
competency1272,F,1,accounting,Question24
competency1273,I,2,accounting,Question1
competency1274,I,2,accounting,Question2
competency1275,F,2,accounting,Question3
competency1276,F,2,accounting,Question4
competency1277,x,2,accounting,Question5
competency1278,F,2,accounting,Question6
competency1279,F,2,accounting,Question7
competency1280,I,2,accounting,Question8
competency1281,F,2,accounting,Question9
competency1282,F,2,accounting,Question10
competency1283,I,2,accounting,Question11
competency1284,I,2,accounting,Question12
competency1285,I,2,accounting,Question13
competency1286,F,2,accounting,Question14
competency1287,F,2,accounting,Question15
competency1288,I,2,accounting,Question16
competency1289,x,2,accounting,Question17
competency1290,x,2,accounting,Question18
competency1291,I,2,accounting,Question19
competency1292,I,2,accounting,Question20
competency1293,I,2,accounting,Question21
competency1294,I,2,accounting,Question22
competency1295,I,2,accounting,Question23
competency1296,I,2,accounting,Question24
competency1297,A,3,accounting,Question1
competency1298,A,3,accounting,Question2
competency1299,F,3,accounting,Question3
competency1300,F,3,accounting,Question4
competency1301,x,3,accounting,Question5
competency1302,F,3,accounting,Question6
competency1303,F,3,accounting,Question7
competency1304,I,3,accounting,Question8
competency1305,F,3,accounting,Question9
competency1306,F,3,accounting,Question10
competency1307,I,3,accounting,Question11
competency1308,A,3,accounting,Question12
competency1309,I,3,accounting,Question13
competency1310,F,3,accounting,Question14
competency1311,I,3,accounting,Question15
competency1312,I,3,accounting,Question16
competency1313,x,3,accounting,Question17
competency1314,x,3,accounting,Question18
competency1315,A,3,accounting,Question19
competency1316,A,3,accounting,Question20
competency1317,A,3,accounting,Question21
competency1318,A,3,accounting,Question22
competency1319,A,3,accounting,Question23
competency1320,A,3,accounting,Question24
competency1321,E,4,accounting,Question1
competency1322,E,4,accounting,Question2
competency1323,F,4,accounting,Question3
competency1326,F,4,accounting,Question6
competency1327,F,4,accounting,Question7
competency1328,I,4,accounting,Question8
competency1329,F,4,accounting,Question9
competency1330,F,4,accounting,Question10
competency1331,I,4,accounting,Question11
competency1332,A,4,accounting,Question12
competency1333,I,4,accounting,Question13
competency1334,F,4,accounting,Question14
competency1335,I,4,accounting,Question15
competency1336,I,4,accounting,Question16
competency1337,x,4,accounting,Question17
competency1338,x,4,accounting,Question18
competency1339,E,4,accounting,Question19
competency1340,A,4,accounting,Question20
competency1341,A,4,accounting,Question21
competency1342,E,4,accounting,Question22
competency1343,A,4,accounting,Question23
competency1344,E,4,accounting,Question24
competency1345,F,1,statutorycompliance,Question1
competency1346,F,1,statutorycompliance,Question2
competency1347,F,1,statutorycompliance,Question3
competency1348,F,1,statutorycompliance,Question4
competency1349,x,1,statutorycompliance,Question5
competency1350,F,1,statutorycompliance,Question6
competency1351,F,1,statutorycompliance,Question7
competency1352,F,1,statutorycompliance,Question8
competency1353,x,1,statutorycompliance,Question9
competency1354,x,1,statutorycompliance,Question10
competency1355,F,1,statutorycompliance,Question11
competency1356,F,1,statutorycompliance,Question12
competency1357,F,1,statutorycompliance,Question13
competency1358,F,1,statutorycompliance,Question14
competency1359,F,1,statutorycompliance,Question15
competency1360,F,1,statutorycompliance,Question16
competency1361,x,1,statutorycompliance,Question17
competency1362,x,1,statutorycompliance,Question18
competency1363,F,1,statutorycompliance,Question19
competency1364,F,1,statutorycompliance,Question20
competency1365,F,1,statutorycompliance,Question21
competency1366,F,1,statutorycompliance,Question22
competency1367,F,1,statutorycompliance,Question23
competency1368,F,1,statutorycompliance,Question24
competency1369,I,2,statutorycompliance,Question1
competency1370,I,2,statutorycompliance,Question2
competency1371,I,2,statutorycompliance,Question3
competency1372,F,2,statutorycompliance,Question4
competency1373,x,2,statutorycompliance,Question5
competency1374,F,2,statutorycompliance,Question6
competency1375,F,2,statutorycompliance,Question7
competency1376,F,2,statutorycompliance,Question8
competency1377,x,2,statutorycompliance,Question9
competency1378,x,2,statutorycompliance,Question10
competency1379,I,2,statutorycompliance,Question11
competency1380,I,2,statutorycompliance,Question12
competency1381,I,2,statutorycompliance,Question13
competency1382,F,2,statutorycompliance,Question14
competency1383,I,2,statutorycompliance,Question15
competency1384,I,2,statutorycompliance,Question16
competency1385,x,2,statutorycompliance,Question17
competency1386,x,2,statutorycompliance,Question18
competency1387,I,2,statutorycompliance,Question19
competency1388,I,2,statutorycompliance,Question20
competency1389,I,2,statutorycompliance,Question21
competency1390,I,2,statutorycompliance,Question22
competency1391,I,2,statutorycompliance,Question23
competency1392,I,2,statutorycompliance,Question24
competency1393,A,3,statutorycompliance,Question1
competency1394,I,3,statutorycompliance,Question2
competency1395,A,3,statutorycompliance,Question3
competency1396,F,3,statutorycompliance,Question4
competency1397,x,3,statutorycompliance,Question5
competency1398,F,3,statutorycompliance,Question6
competency1399,F,3,statutorycompliance,Question7
competency1400,F,3,statutorycompliance,Question8
competency1401,x,3,statutorycompliance,Question9
competency1402,x,3,statutorycompliance,Question10
competency1403,I,3,statutorycompliance,Question11
competency1404,I,3,statutorycompliance,Question12
competency1405,I,3,statutorycompliance,Question13
competency1406,F,3,statutorycompliance,Question14
competency1407,I,3,statutorycompliance,Question15
competency1408,I,3,statutorycompliance,Question16
competency1409,x,3,statutorycompliance,Question17
competency1410,x,3,statutorycompliance,Question18
competency1411,A,3,statutorycompliance,Question19
competency1412,A,3,statutorycompliance,Question20
competency1413,A,3,statutorycompliance,Question21
competency1414,A,3,statutorycompliance,Question22
competency1415,A,3,statutorycompliance,Question23
competency1416,A,3,statutorycompliance,Question24
competency1417,A,4,statutorycompliance,Question1
competency1418,I,4,statutorycompliance,Question2
competency1419,E,4,statutorycompliance,Question3
competency1420,F,4,statutorycompliance,Question4
competency1421,x,4,statutorycompliance,Question5
competency1422,F,4,statutorycompliance,Question6
competency1423,F,4,statutorycompliance,Question7
competency1424,F,4,statutorycompliance,Question8
competency1425,x,4,statutorycompliance,Question9
competency1426,x,4,statutorycompliance,Question10
competency1427,I,4,statutorycompliance,Question11
competency1428,I,4,statutorycompliance,Question12
competency1429,I,4,statutorycompliance,Question13
competency1430,F,4,statutorycompliance,Question14
competency1431,I,4,statutorycompliance,Question15
competency1432,I,4,statutorycompliance,Question16
competency1433,x,4,statutorycompliance,Question17
competency1434,x,4,statutorycompliance,Question18
competency1435,E,4,statutorycompliance,Question19
competency1436,A,4,statutorycompliance,Question20
competency1437,A,4,statutorycompliance,Question21
competency1438,E,4,statutorycompliance,Question22
competency1439,A,4,statutorycompliance,Question23
competency1440,E,4,statutorycompliance,Question24
competency1441,F,1,taxcompliance,Question1
competency1442,F,1,taxcompliance,Question2
competency1443,F,1,taxcompliance,Question3
competency1444,x,1,taxcompliance,Question4
competency1445,x,1,taxcompliance,Question5
competency1446,F,1,taxcompliance,Question6
competency1447,x,1,taxcompliance,Question7
competency1448,F,1,taxcompliance,Question8
competency1449,F,1,taxcompliance,Question9
competency1450,x,1,taxcompliance,Question10
competency1451,F,1,taxcompliance,Question11
competency1452,F,1,taxcompliance,Question12
